;university_name;long;lat;periode;effectif
1218;University of Melbourne;144.961;-37.7963;1901-1921;3
1219;University of Melbourne;144.961;-37.7963;1921-1941;1
1220;University of Melbourne;144.961;-37.7963;1941-1951;4
1221;University of Messina;15.5539;38.231;1941-1951;1
1222;University of Michigan;-83.7381;42.2769;1861-1901;4
1223;University of Michigan;-83.7381;42.2769;1901-1921;4
1224;University of Michigan;-83.7381;42.2769;1921-1941;11
1225;University of Michigan;-83.7381;42.2769;1941-1951;8
1226;University of Michigan;-83.7381;42.2769;1951-1961;6
1227;University of Michigan;-83.7381;42.2769;1961-1971;3
1228;University of Minnesota;-93.2354;44.9747;1901-1921;1
1229;University of Minnesota;-93.2354;44.9747;1921-1941;5
1230;University of Minnesota;-93.2354;44.9747;1941-1951;3
1231;University of Minnesota;-93.2354;44.9747;1951-1961;7
1232;University of Minnesota;-93.2354;44.9747;1961-1971;3
1233;University of Minnesota;-93.2354;44.9747;1971-2001;1
1234;University of Missouri;-92.3288;38.9453;1941-1951;2
1235;University of Missouri;-92.3288;38.9453;1951-1961;1
1236;University of Montana;-113.985;46.86;1941-1951;1
1237;University of Montana;-113.985;46.86;1951-1961;1
1238;University of Mumbai;72.8258;18.975;1861-1901;1
1239;University of Mumbai;72.8258;18.975;1921-1941;3
1240;University of Mumbai;72.8258;18.975;1941-1951;1
1241;University of Mumbai;72.8258;18.975;1951-1961;1
1242;University of Mysore;76.6386;12.3082;1941-1951;1
1243;University of Münster;7.61361;51.9636;1921-1941;4
1244;University of Münster;7.61361;51.9636;1941-1951;1
1245;University of Nairobi;36.8167;-1.27972;1951-1961;1
1246;University of Nairobi;36.8167;-1.27972;1961-1971;1
1247;University of National and World Economy;23.3486;42.6508;1941-1951;1
1248;University of National and World Economy;23.3486;42.6508;1951-1961;6
1249;University of National and World Economy;23.3486;42.6508;1961-1971;2
1250;University of Nebraska–Lincoln;-96.7014;40.8175;1961-1971;1
1251;University of New England (Australia);151.643;-30.4867;1921-1941;1
1252;University of New England (Australia);151.643;-30.4867;1941-1951;1
1253;University of New England (Australia);151.643;-30.4867;1951-1961;2
1254;University of New Hampshire;-70.9333;43.1356;1941-1951;1
1255;University of North Carolina;-79.0492;35.9086;1951-1961;1
1256;University of North Carolina at Chapel Hill;-79.0492;35.9086;1921-1941;2
1257;University of North Carolina at Chapel Hill;-79.0492;35.9086;1951-1961;1
1258;University of North Carolina at Chapel Hill;-79.0492;35.9086;1961-1971;2
1259;University of North Dakota;-97.0734;47.9222;1921-1941;1
1260;University of North London;-0.1106;51.5518;1941-1951;1
1261;University of Notre Dame;-86.2371;41.703;1941-1951;1
1262;University of Notre Dame;-86.2371;41.703;1951-1961;2
1263;University of Nottingham;-1.197;52.939;1921-1941;1
1264;University of Nottingham;-1.197;52.939;1941-1951;1
1265;University of Nottingham;-1.197;52.939;1961-1971;1
1266;University of Oklahoma;-97.4458;35.2086;1921-1941;1
1267;University of Oldenburg;8.18222;53.1478;1961-1971;1
1268;University of Oregon;-123.075;44.045;1921-1941;1
1269;University of Oregon;-123.075;44.045;1951-1961;1
1270;University of Orléans;1.93398;47.8507;1951-1961;1
1271;University of Oslo;10.7221;59.9399;1861-1901;1
1272;University of Oslo;10.7221;59.9399;1901-1921;1
1273;University of Oslo;10.7221;59.9399;1921-1941;1
1274;University of Oslo;10.7221;59.9399;1941-1951;1
1275;University of Oslo;10.7221;59.9399;1951-1961;1
1276;University of Oslo;10.7221;59.9399;1961-1971;2
1277;University of Oxford;-1.255;51.755;1771-1861;1
1278;University of Oxford;-1.255;51.755;1921-1941;11
1279;University of Oxford;-1.255;51.755;1941-1951;8
1280;University of Oxford;-1.255;51.755;1951-1961;12
1281;University of Oxford;-1.255;51.755;1961-1971;6
1282;University of Oxford;-1.255;51.755;1971-2001;3
1283;University of Padua;11.8667;45.4167;1771-1861;1
1284;University of Padua;11.8667;45.4167;1901-1921;1
1285;University of Padua;11.8667;45.4167;1941-1951;1
1286;University of Paris 1 Pantheon-Sorbonne;2.3433;48.8486;1921-1941;1
1287;University of Paris 1 Pantheon-Sorbonne;2.3433;48.8486;1941-1951;2
1288;University of Paris 1 Pantheon-Sorbonne;2.3433;48.8486;1951-1961;2
1289;University of Pavia;9.15639;45.1867;1921-1941;2
1290;University of Pavia;9.15639;45.1867;1941-1951;1
1291;University of Pennsylvania;-75.19;39.95;1861-1901;2
1292;University of Pennsylvania;-75.19;39.95;1901-1921;1
1293;University of Pennsylvania;-75.19;39.95;1921-1941;8
1294;University of Pennsylvania;-75.19;39.95;1941-1951;10
1295;University of Pennsylvania;-75.19;39.95;1951-1961;7
1296;University of Pennsylvania;-75.19;39.95;1961-1971;6
1297;University of Pennsylvania;-75.19;39.95;1971-2001;1
1298;University of Piraeus;23.653;37.9417;1951-1961;1
1299;University of Piraeus;23.653;37.9417;1961-1971;1
1300;University of Pisa;10.3985;43.7165;1771-1861;1
1301;University of Pisa;10.3985;43.7165;1861-1901;1
1302;University of Pittsburgh;-79.9533;40.4446;1921-1941;1
1303;University of Pittsburgh;-79.9533;40.4446;1941-1951;1
1304;University of Pittsburgh;-79.9533;40.4446;1951-1961;1
1305;University of Pittsburgh;-79.9533;40.4446;1961-1971;1
1306;University of Porto;-8.61556;41.1467;1941-1951;1
1307;University of Porto;-8.61556;41.1467;1951-1961;1
1308;University of Porto;-8.61556;41.1467;1971-2001;1
1309;University of Pretoria;28.2028;-25.7325;1961-1971;1
1310;University of Pristina (1969–99);21.1675;42.6486;1951-1961;1
1311;University of Queensland;153.013;-27.4972;1921-1941;1
1312;University of Queensland;153.013;-27.4972;1941-1951;1
1313;University of Queensland;153.013;-27.4972;1961-1971;2
1314;University of Reading;-0.945556;51.4419;1951-1961;1
1315;University of Reading;-0.945556;51.4419;1961-1971;2
1316;University of Redlands;-117.164;34.0631;1951-1961;1
1317;University of Regensburg;12.095;48.9981;1941-1951;1
1318;University of Regensburg;12.095;48.9981;1961-1971;1
1319;University of Regensburg;12.095;48.9981;1971-2001;1
1320;University of Regina;-104.588;50.4156;1941-1951;1
1321;University of Reims Champagne-Ardenne;4.0375;49.2519;1951-1961;1
1322;University of Rijeka;14.4408;45.3278;1921-1941;1
1323;University of Rochester;-77.6283;43.1283;1771-1861;1
1324;University of Rochester;-77.6283;43.1283;1941-1951;5
1325;University of Rochester;-77.6283;43.1283;1951-1961;8
1326;University of Rochester;-77.6283;43.1283;1961-1971;2
1327;University of Rochester;-77.6283;43.1283;1971-2001;1
1328;University of Rostock;12.1033;54.0756;1771-1861;1
1329;University of Salamanca;-5.66761;40.9616;1941-1951;1
1330;University of Salamanca;-5.66761;40.9616;1951-1961;1
1331;University of San Andrés;-58.5294;-34.4467;1961-1971;1
1332;University of San Francisco;-122.452;37.7794;1941-1951;1
1333;University of Santiago de Compostela;-8.5553;42.8768;1861-1901;1
1334;University of Santiago de Compostela;-8.5553;42.8768;1921-1941;1
1335;University of Santo Tomas;120.99;14.6097;1901-1921;1
1336;University of Sarajevo;18.4167;43.8667;1951-1961;1
1337;University of Saskatchewan;-106.633;52.1297;1921-1941;2
1338;University of Seville;-5.9916;37.3801;1951-1961;1
1339;University of Sheffield;-1.4888;53.3807;1951-1961;2
1340;University of Sheffield;-1.4888;53.3807;1961-1971;2
1341;University of Siegen;8.02833;50.9064;1951-1961;1
1342;University of South Africa;28.1994;-25.7672;1961-1971;1
1343;University of South Carolina;-81.0253;33.9975;1771-1861;1
1344;University of South Carolina;-81.0253;33.9975;1951-1961;1
1345;University of Southampton;-1.39595;50.9346;1921-1941;1
1346;University of Southampton;-1.39595;50.9346;1961-1971;1
1347;University of Southampton;-1.39595;50.9346;1971-2001;1
1348;University of Southern California;-118.285;34.0217;1921-1941;1
1349;University of Southern California;-118.285;34.0217;1941-1951;2
1350;University of Southern California;-118.285;34.0217;1951-1961;3
1351;University of Split;16.441;43.512;1961-1971;1
1352;University of St. Gallen;9.37472;47.4317;1941-1951;3
1353;University of St. Gallen;9.37472;47.4317;1961-1971;1
1354;University of St. Gallen;9.37472;47.4317;1971-2001;1
1355;University of Stirling;-3.91944;56.1458;1961-1971;1
1356;University of Strasbourg;7.76444;48.5803;1771-1861;1
1357;University of Strasbourg;7.76444;48.5803;1861-1901;4
1358;University of Strasbourg;7.76444;48.5803;1941-1951;1
1359;University of Stuttgart;9.17528;48.7817;1921-1941;1
1360;University of Stuttgart;9.17528;48.7817;1961-1971;1
1361;University of Surrey;-0.589444;51.2431;1951-1961;1
1362;University of Sussex;-0.0855556;50.8653;1941-1951;4
1363;University of Sussex;-0.0855556;50.8653;1951-1961;2
1364;University of Sydney;151.187;-33.8878;1901-1921;4
1365;University of Sydney;151.187;-33.8878;1921-1941;2
1366;University of Sydney;151.187;-33.8878;1941-1951;3
1367;University of Sydney;151.187;-33.8878;1951-1961;4
1368;University of Sydney;151.187;-33.8878;1961-1971;1
1369;University of Sydney;151.187;-33.8878;1971-2001;4
1370;University of São Paulo;-46.7292;-23.5597;1921-1941;1
1371;University of São Paulo;-46.7292;-23.5597;1941-1951;1
1372;University of São Paulo;-46.7292;-23.5597;1951-1961;2
1373;University of São Paulo;-46.7292;-23.5597;1961-1971;1
1374;University of Tampa;-82.4654;27.9472;1971-2001;1
1375;University of Tartu;26.7203;58.3811;1861-1901;1
1376;University of Tartu;26.7203;58.3811;1901-1921;1
1377;University of Tartu;26.7203;58.3811;1951-1961;1
1378;University of Tehran;51.3952;35.7035;1951-1961;3
1379;University of Tennessee;-83.93;35.9517;1861-1901;1
1380;University of Tennessee;-83.93;35.9517;1901-1921;1
1381;University of Tennessee;-83.93;35.9517;1941-1951;1
1382;University of Tennessee;-83.93;35.9517;1961-1971;1
1383;University of Texas at Arlington;-97.1146;32.7307;1941-1951;1
1384;University of Texas at Austin;-97.735;30.285;1861-1901;1
1385;University of Texas at Austin;-97.735;30.285;1921-1941;3
1386;University of Texas at Austin;-97.735;30.285;1951-1961;2
1387;University of Tirana;19.8217;41.3167;1951-1961;4
1388;University of Tirana;19.8217;41.3167;1961-1971;2
1389;University of Tokyo;139.762;35.7133;1921-1941;5
1390;University of Tokyo;139.762;35.7133;1941-1951;3
1391;University of Tokyo;139.762;35.7133;1951-1961;5
1392;University of Tokyo;139.762;35.7133;1961-1971;1
1393;University of Tokyo;139.762;35.7133;1971-2001;1
1394;University of Toledo;-83.6137;41.6577;1961-1971;1
1395;University of Toronto;-79.395;43.6617;1861-1901;1
