;place_name;place_type;long;lat;concat_person;person
742;Kabarole District;AdministrativeRegion;30.3;0.6;http://dbpedia.org/resource/Patrick_Birungi|Patrick Birungi (1968);1
743;Kadapa;City;78.82;14.47;http://dbpedia.org/resource/Y._V._Reddy|Y. V. Reddy (1941);1
744;Kailahun District;;-10.75;8.16667;http://dbpedia.org/resource/Ahmad_Tejan_Kabbah|Ahmad Tejan Kabbah (1932),http://dbpedia.org/resource/John_Oponjo_Benjamin|John Oponjo Benjamin (1952);2
745;Kakuma;;34.8667;3.71667;http://dbpedia.org/resource/Patrick_Ngugi_Njoroge|Patrick Ngugi Njoroge (1961);1
746;Kalamazoo, Michigan;City;-85.5858;42.29;http://dbpedia.org/resource/Diane_Swonk|Diane Swonk (2000);1
747;Kalamunda, Western Australia;;116.058;-31.974;http://dbpedia.org/resource/H._C._Coombs|H. C. Coombs (1906);1
748;Kamloops;City;-120.341;50.6761;http://dbpedia.org/resource/Jack_Davis_(Canadian_politician)|Jack Davis (Canadian politician) (1916);1
749;Kampala;City;32.5811;0.313611;http://dbpedia.org/resource/Maria_Kiwanuka|Maria Kiwanuka (1955);1
750;Kandy;City;80.635;7.29639;http://dbpedia.org/resource/Saman_Kelegama|Saman Kelegama (1959);1
751;Kano State;;8.5;11.5;http://dbpedia.org/resource/Shamsuddeen_Usman|Shamsuddeen Usman (1949);1
752;Kansas City, Missouri;City;-94.5783;39.0997;http://dbpedia.org/resource/Halbert_White|Halbert White (1950),http://dbpedia.org/resource/Robert_A._Sutermeister|Robert A. Sutermeister (1913);2
753;Kapelle;Town;3.95;51.4833;http://dbpedia.org/resource/Jan_Kees_de_Jager|Jan Kees de Jager (1969);1
754;Kapuvár;Town;17.0333;47.6;http://dbpedia.org/resource/Alexandre_Lamfalussy|Alexandre Lamfalussy (1929);1
755;Kapyl District;;27.0917;53.15;http://dbpedia.org/resource/Mikhail_Chigir|Mikhail Chigir (1948);1
756;Karachi;City;67.01;24.86;http://dbpedia.org/resource/Anwar_Shaikh_(economist)|Anwar Shaikh (economist) (1945),http://dbpedia.org/resource/Shaukat_Aziz|Shaukat Aziz (1949),http://dbpedia.org/resource/Siddiq_Baloch|Siddiq Baloch (1940);3
757;Karaganda;City;73.1667;49.8333;http://dbpedia.org/resource/Andrey_Milekhin|Andrey Milekhin (1964);1
758;Karlskoga;;14.5167;59.3333;http://dbpedia.org/resource/Anders_Åslund|Anders Åslund (1952);1
759;Karlsruhe;Town;8.40395;49.0092;http://dbpedia.org/resource/Frank-Jürgen_Richter|Frank-Jürgen Richter (1967),http://dbpedia.org/resource/Tobias_Lindner|Tobias Lindner (1982);2
760;Karwar;City;74.13;14.8;http://dbpedia.org/resource/Krishna_Bharadwaj_(economist)|Krishna Bharadwaj (economist) (1935);1
761;Katowice;;19.0275;50.2583;http://dbpedia.org/resource/Sławomir_Skrzypek|Sławomir Skrzypek (1963);1
762;Katsina;;7.6;12.9833;http://dbpedia.org/resource/Umaru_Mutallab|Umaru Mutallab (1939);1
763;Katsina State;;7.5;12.25;http://dbpedia.org/resource/Samaʼila_Mamman|Samaʼila Mamman (2000);1
764;Kaunas;City;23.8861;54.8972;http://dbpedia.org/resource/Zvi_Griliches|Zvi Griliches (1930);1
765;Kayseri;Town;35.4833;38.7333;http://dbpedia.org/resource/Abdullah_Gül|Abdullah Gül (1950);1
766;Kaysville, Utah;City;-111.936;41.0331;http://dbpedia.org/resource/Matthew_Simmons|Matthew Simmons (1943);1
767;Kazan;;49.1089;55.7964;http://dbpedia.org/resource/Nikolay_Nikiforov|Nikolay Nikiforov (1982),http://dbpedia.org/resource/Roman_Shaykhutdinov|Roman Shaykhutdinov (2000);2
768;Kaštela;Town;16.3833;43.55;http://dbpedia.org/resource/Ivo_Perišin|Ivo Perišin (1925);1
769;Kecskemét;City;19.6917;46.9075;http://dbpedia.org/resource/Gábor_Vágó|Gábor Vágó (1984),http://dbpedia.org/resource/Moshe_Sanbar|Moshe Sanbar (1926),http://dbpedia.org/resource/Péter_Balázs|Péter Balázs (1941);3
770;Kelantan;;102.0;5.25;http://dbpedia.org/resource/Mustapa_Mohamed|Mustapa Mohamed (1950);1
771;Kendal;;-2.745;54.326;http://dbpedia.org/resource/Frances_Stewart_(economist)|Frances Stewart (economist) (1940);1
772;Kenema District;;-11.1667;7.83333;http://dbpedia.org/resource/J._B._Dauda|J. B. Dauda (1942);1
773;Kensington;;-0.19;51.5;http://dbpedia.org/resource/Antony_Fisher|Antony Fisher (1915),http://dbpedia.org/resource/Christopher_Story|Christopher Story (1938);2
774;Kenton, Ohio;City;-83.6086;40.6467;http://dbpedia.org/resource/Allyn_Abbott_Young|Allyn Abbott Young (1876);1
775;Kentucky;AdministrativeRegion;-85.0;37.5;http://dbpedia.org/resource/Benjamin_M._Friedman|Benjamin M. Friedman (2000);1
776;Kenya;Country;38.0;1.0;http://dbpedia.org/resource/Elsie_S._Kanza|Elsie S. Kanza (2000);1
777;Kerbulak District;AdministrativeRegion;77.973;44.364;http://dbpedia.org/resource/Arman_Dunayev|Arman Dunayev (1966);1
778;Kesh, County Fermanagh;;-7.723;54.522;http://dbpedia.org/resource/W._M._Gorman|W. M. Gorman (1923);1
779;Kesteven;AdministrativeRegion;-0.6333;52.9167;http://dbpedia.org/resource/Tim_Besley|Tim Besley (1960);1
780;Khabarovsk;City;135.083;48.4833;http://dbpedia.org/resource/Tatyana_Karimova|Tatyana Karimova (1948);1
781;Kharkiv;City;36.2314;50.0044;http://dbpedia.org/resource/Andriy_Radchenko|Andriy Radchenko (1972),http://dbpedia.org/resource/Valery_Mezhlauk|Valery Mezhlauk (1893);2
782;Kharkov Governorate;AdministrativeRegion;36.2292;50.0;http://dbpedia.org/resource/Viktor_Valentinovich_Novozhilov|Viktor Valentinovich Novozhilov (1892);1
783;Kherson;City;32.5833;46.6333;http://dbpedia.org/resource/Yuriy_Odarchenko|Yuriy Odarchenko (1960);1
784;Khmelnytskyi Oblast;;26.87;49.53;http://dbpedia.org/resource/Anatoliy_Maksyuta|Anatoliy Maksyuta (1963);1
785;Khoruzhivka;Village;33.8146;50.912;http://dbpedia.org/resource/Viktor_Yushchenko|Viktor Yushchenko (1954);1
786;Kibi, Ghana;Town;-0.55;6.16667;http://dbpedia.org/resource/Ken_Ofori-Atta|Ken Ofori-Atta (1958);1
787;Kiel;City;10.1394;54.3233;http://dbpedia.org/resource/Andreas_Freytag|Andreas Freytag (1962);1
788;Kilkenny;City;-7.2561;52.6477;http://dbpedia.org/resource/Raymond_Crotty|Raymond Crotty (1925);1
789;King and Queen County, Virginia;AdministrativeRegion;-76.9;37.72;http://dbpedia.org/resource/Thomas_Roderick_Dew|Thomas Roderick Dew (1802);1
790;Kingdom of Egypt;Country;31.2167;30.05;http://dbpedia.org/resource/Kamal_Ganzouri|Kamal Ganzouri (1933);1
791;Kingdom of Hungary;Country;19.05;47.4667;http://dbpedia.org/resource/Imre_Mikó|Imre Mikó (1805),http://dbpedia.org/resource/Kálmán_Kádas|Kálmán Kádas (2000),http://dbpedia.org/resource/Lajos_Hegyeshalmi|Lajos Hegyeshalmi (1862),http://dbpedia.org/resource/László_Békesi|László Békesi (1942);4
792;Kingdom of Hungary (1920–1946);Country;19.0333;47.4833;http://dbpedia.org/resource/Dzsingisz_Gabor|Dzsingisz Gabor (1940),http://dbpedia.org/resource/George_Vari|George Vari (1923);2
793;Kingdom of Portugal;Country;-9.18333;38.7;http://dbpedia.org/resource/António_de_Oliveira_Salazar|António de Oliveira Salazar (1889);1
794;Kingdom of Romania;Country;26.1;44.4167;http://dbpedia.org/resource/Armand_Călinescu|Armand Călinescu (1893),http://dbpedia.org/resource/Semion_Grossu|Semion Grossu (1934),http://dbpedia.org/resource/Theodor_Stolojan|Theodor Stolojan (1943);3
795;Kingdom of Saxony;Country;13.7333;51.05;http://dbpedia.org/resource/Bruno_Hildebrand|Bruno Hildebrand (1812);1
796;Kingdom of Yugoslavia;Country;20.4622;44.8206;http://dbpedia.org/resource/Marko_Veselica|Marko Veselica (1936),http://dbpedia.org/resource/Mile_Perković|Mile Perković (1920),http://dbpedia.org/resource/Nikola_Kljusev|Nikola Kljusev (1927);3
797;Kingston, Jamaica;City;-76.7931;17.9714;http://dbpedia.org/resource/Peter_Blair_Henry|Peter Blair Henry (1969);1
798;Kingston, Ontario;City;-76.5;44.2333;http://dbpedia.org/resource/Janet_Currie|Janet Currie (2000),http://dbpedia.org/resource/Robert_Mundell|Robert Mundell (1932);2
799;Kirchheimbolanden;Town;8.01167;49.6664;http://dbpedia.org/resource/Max_Roser|Max Roser (2000);1
800;Kirghiz Soviet Socialist Republic;Country;74.6;42.8667;http://dbpedia.org/resource/Askar_Akayev|Askar Akayev (1944);1
801;Kirkville, Iowa;City;-92.5044;41.1439;http://dbpedia.org/resource/Thomas_Nixon_Carver|Thomas Nixon Carver (1865);1
802;Kisarawe District;;38.8333;-7.16667;http://dbpedia.org/resource/Kighoma_Malima|Kighoma Malima (1938);1
803;Kiskunfélegyháza;Town;19.85;46.7052;http://dbpedia.org/resource/Csaba_Tabajdi|Csaba Tabajdi (1952);1
804;Klaipėda;City;21.1667;55.75;http://dbpedia.org/resource/Gitanas_Nausėda|Gitanas Nausėda (1964);1
805;Kloštar Ivanić;Town;16.42;45.74;http://dbpedia.org/resource/Ivica_Todorić|Ivica Todorić (1951);1
806;Knin;City;16.1986;44.0414;http://dbpedia.org/resource/Branko_Grčić|Branko Grčić (1964),http://dbpedia.org/resource/Mirko_Marjanović|Mirko Marjanović (1937);2
807;Kobe;City;135.196;34.69;http://dbpedia.org/resource/Richard_Koo|Richard Koo (1954);1
808;Koidu;City;-10.9717;8.6439;http://dbpedia.org/resource/Kaifala_Marah|Kaifala Marah (2000);1
809;Kolkata;City;88.3639;22.5726;http://dbpedia.org/resource/Asim_Dasgupta|Asim Dasgupta (1945),http://dbpedia.org/resource/Debi_Prasad_Pal|Debi Prasad Pal (1927),http://dbpedia.org/resource/Gita_Gopinath|Gita Gopinath (1971),http://dbpedia.org/resource/Muzaffar_Ahmed_(economist)|Muzaffar Ahmed (economist) (1936),http://dbpedia.org/resource/N._K._Singh|N. K. Singh (1941),http://dbpedia.org/resource/Naila_Kabeer|Naila Kabeer (1950),http://dbpedia.org/resource/Prasanta_Chandra_Mahalanobis|Prasanta Chandra Mahalanobis (1893),http://dbpedia.org/resource/Romesh_Chunder_Dutt|Romesh Chunder Dutt (1848),http://dbpedia.org/resource/Sanjeev_Sanyal|Sanjeev Sanyal (1970),http://dbpedia.org/resource/Sumantra_Ghoshal|Sumantra Ghoshal (1948);10
810;Kollam;City;76.6;8.88;http://dbpedia.org/resource/M._Sarngadharan|M. Sarngadharan (1950);1
811;Kolomyia;City;25.0403;48.5306;http://dbpedia.org/resource/Mieczysław_Jagielski|Mieczysław Jagielski (1924);1
812;Kolín;Town;15.2006;50.0281;http://dbpedia.org/resource/Miloš_Zeman|Miloš Zeman (1944);1
813;Komorowo, Ostrów Mazowiecka County;Village;21.85;52.8333;http://dbpedia.org/resource/Zbigniew_Kuźmiuk|Zbigniew Kuźmiuk (1956);1
814;Kongsberg;AdministrativeRegion;9.6775;59.5822;http://dbpedia.org/resource/Erik_Brofoss|Erik Brofoss (1908);1
815;Konstanz;Town;9.18333;47.6667;http://dbpedia.org/resource/Franz_Böhm|Franz Böhm (1895);1
816;Korbach;Town;8.86667;51.2833;http://dbpedia.org/resource/Ernst_Welteke|Ernst Welteke (1942);1
817;Korea;Country;127.233;38.3167;http://dbpedia.org/resource/Paul_Chongkun_Hong|Paul Chongkun Hong (1964);1
818;Korčula (town);Town;17.125;42.95;http://dbpedia.org/resource/Savka_Dabčević-Kučar|Savka Dabčević-Kučar (1923);1
819;Kostroma Governorate;AdministrativeRegion;40.9333;57.7667;http://dbpedia.org/resource/Nikolai_Kondratiev|Nikolai Kondratiev (1892);1
820;Kragerø;AdministrativeRegion;9.34694;58.8869;http://dbpedia.org/resource/Ole_Myrvoll|Ole Myrvoll (1911);1
821;Kraków;;19.9372;50.0614;http://dbpedia.org/resource/Andrzej_Olechowski|Andrzej Olechowski (1947),http://dbpedia.org/resource/Czesława_Pilarska|Czesława Pilarska (1966),http://dbpedia.org/resource/Henryk_Grossman|Henryk Grossman (1881),http://dbpedia.org/resource/Paul_Rosenstein-Rodan|Paul Rosenstein-Rodan (1902);4
822;Kranj;City;14.3667;46.2333;http://dbpedia.org/resource/Ljubo_Sirc|Ljubo Sirc (1920);1
823;Krasnyi Luch;City;38.9333;48.1333;http://dbpedia.org/resource/Natalia_Korolevska|Natalia Korolevska (1975);1
824;Krefeld;City;6.56667;51.3333;http://dbpedia.org/resource/Norbert_Walter-Borjans|Norbert Walter-Borjans (1952),http://dbpedia.org/resource/Rudi_Dornbusch|Rudi Dornbusch (1942);2
825;Kronstadt;;29.7667;60.0;http://dbpedia.org/resource/Thomas_Tooke|Thomas Tooke (1774);1
826;Kroonstad;City;27.2333;-27.65;http://dbpedia.org/resource/Sampie_Terreblanche|Sampie Terreblanche (1933);1
827;Ksar Hellal;Town;10.8911;35.6429;http://dbpedia.org/resource/Houcine_Dimassi|Houcine Dimassi (1948);1
828;Kumasi;City;-1.61667;6.66667;http://dbpedia.org/resource/Kofi_Annan|Kofi Annan (1938);1
829;Kurashiki;City;133.767;34.5833;http://dbpedia.org/resource/Kozo_Uno|Kozo Uno (1897);1
830;Kursk Oblast;;36.0167;51.75;http://dbpedia.org/resource/Serhiy_Kozmenko|Serhiy Kozmenko (1961);1
831;Kurunegala;City;80.3667;7.48333;http://dbpedia.org/resource/Jayantha_Kelegama|Jayantha Kelegama (1928);1
832;Kusel;Town;7.39806;49.5347;http://dbpedia.org/resource/Axel_A._Weber|Axel A. Weber (1957);1
833;Kutná Hora District;AdministrativeRegion;15.2681;49.9483;http://dbpedia.org/resource/Milan_Zeleny|Milan Zeleny (1942);1
834;Kyiv;City;30.5233;50.45;http://dbpedia.org/resource/Valeriy_Khoroshkovskyi|Valeriy Khoroshkovskyi (1969),http://dbpedia.org/resource/Victor_Krasin|Victor Krasin (1929);2
835;Kyoto Prefecture;;135.756;35.0217;http://dbpedia.org/resource/Nobuo_Ikeda|Nobuo Ikeda (1953);1
836;Käru;CityDistrict;25.1425;58.8344;http://dbpedia.org/resource/Ragnar_Nurkse|Ragnar Nurkse (1907);1
837;Königsberg;Country;20.5167;54.7167;http://dbpedia.org/resource/Karl_William_Kapp|Karl William Kapp (1910);1
838;Körmend;Town;16.6057;47.011;http://dbpedia.org/resource/Antal_Rogán|Antal Rogán (1972);1
839;Kırşehir;Town;34.1608;39.1456;http://dbpedia.org/resource/Atilla_Yayla|Atilla Yayla (1957),http://dbpedia.org/resource/Haşim_Kılıç|Haşim Kılıç (1950);2
840;La Paz;City;-68.15;-16.5;http://dbpedia.org/resource/Kori_Udovički|Kori Udovički (1961),http://dbpedia.org/resource/Roberto_Iván_Aguilar_Gómez|Roberto Iván Aguilar Gómez (1958);2
841;La Plata;City;-57.9544;-34.9211;http://dbpedia.org/resource/Carlos_Rafael_Fernández|Carlos Rafael Fernández (2000),http://dbpedia.org/resource/Eric_Calcagno|Eric Calcagno (1967);2
842;La Rivière-Saint-Sauveur;;0.2722;49.4081;http://dbpedia.org/resource/Pierre_Guillaume_Frédéric_le_Play|Pierre Guillaume Frédéric le Play (1806);1
843;Lagos;City;3.38408;6.45503;http://dbpedia.org/resource/Akpan_Hogan_Ekpo|Akpan Hogan Ekpo (1954),http://dbpedia.org/resource/Ola_Vincent|Ola Vincent (1925);2
844;Lagos State;;3.75;6.58333;http://dbpedia.org/resource/Nike_Akande|Nike Akande (1944);1
845;Lahore;City;74.3436;31.5497;http://dbpedia.org/resource/Ajit_Singh_(economist)|Ajit Singh (economist) (1940),http://dbpedia.org/resource/Moeenuddin_Ahmad_Qureshi|Moeenuddin Ahmad Qureshi (1930);2
846;Lahti;City;25.65;60.9833;http://dbpedia.org/resource/Pentti_Saikkonen|Pentti Saikkonen (1952);1
847;Lakewood, Ohio;City;-81.8003;41.4808;http://dbpedia.org/resource/Eric_Hanushek|Eric Hanushek (1943);1
848;Lambayeque, Peru;;-79.9021;-6.69965;http://dbpedia.org/resource/Augusto_B._Leguía|Augusto B. Leguía (1863);1
849;Lanark;;-3.77702;55.6749;http://dbpedia.org/resource/Andrew_Wilson_(economist)|Andrew Wilson (economist) (2000);1
850;Lanarkshire;AdministrativeRegion;-3.83333;55.5833;http://dbpedia.org/resource/Robert_Giffen|Robert Giffen (1837);1
851;Lancashire;AdministrativeRegion;-2.6;53.8;http://dbpedia.org/resource/John_Whittaker_(UKIP_politician)|John Whittaker (UKIP politician) (1945),http://dbpedia.org/resource/William_Whewell|William Whewell (1794);2
852;Landshut;Town;12.1508;48.5397;http://dbpedia.org/resource/Markus_Brunnermeier|Markus Brunnermeier (1969);1
853;Langenthal;;7.78333;47.2167;http://dbpedia.org/resource/Cornelia_Meyer|Cornelia Meyer (1959);1
854;Lansing, Michigan;City;-84.5467;42.7336;http://dbpedia.org/resource/Henry_Rogers_Seager|Henry Rogers Seager (1870),http://dbpedia.org/resource/Tim_Kane|Tim Kane (1968);2
855;Laren, North Holland;Town;5.23333;52.25;http://dbpedia.org/resource/Jan_van_den_Brink|Jan van den Brink (1915);1
856;Larissa;AdministrativeRegion;22.4167;39.6417;http://dbpedia.org/resource/Efthymios_Christodoulou|Efthymios Christodoulou (1932);1
857;Latakia;City;35.7833;35.5167;http://dbpedia.org/resource/Aref_Dalila|Aref Dalila (1942),http://dbpedia.org/resource/Salim_Yasin|Salim Yasin (1937);2
858;Lauf an der Pegnitz;Town;11.2772;49.5103;http://dbpedia.org/resource/Hermann_Roesler|Hermann Roesler (1834);1
859;Leeds;City;-1.54917;53.7997;http://dbpedia.org/resource/Philip_Wicksteed|Philip Wicksteed (1844);1
860;Leerbroek;;5.05;51.9167;http://dbpedia.org/resource/Teun_Kloek|Teun Kloek (1934);1
861;Leeuwarden;City;5.78333;53.2;http://dbpedia.org/resource/Albert_Winsemius|Albert Winsemius (1910),http://dbpedia.org/resource/Jaap_Boersma|Jaap Boersma (1929);2
862;Lefkoniko;Village;33.7317;35.26;http://dbpedia.org/resource/Kikis_Kazamias|Kikis Kazamias (1951);1
863;Leicester;City;-1.13333;52.6333;http://dbpedia.org/resource/Kelvin_Hopkins|Kelvin Hopkins (1941);1
864;Leiden;City;4.48333;52.1667;http://dbpedia.org/resource/Joop_van_der_Reijden|Joop van der Reijden (1927),http://dbpedia.org/resource/Onno_Hoes|Onno Hoes (1961);2
865;Leipzig;Town;12.3833;51.3333;http://dbpedia.org/resource/Rüdiger_Frank|Rüdiger Frank (1969);1
866;Lemmer;Town;5.7093;52.8437;http://dbpedia.org/resource/Jan_Pen|Jan Pen (1921);1
867;Leopoldstadt;;16.4122;48.2103;http://dbpedia.org/resource/Rudolf_Hilferding|Rudolf Hilferding (1877);1
868;Lepa, Samoa;Village;-171.441;-14.0453;http://dbpedia.org/resource/Tuilaepa_Aiono_Sailele_Malielegaoi|Tuilaepa Aiono Sailele Malielegaoi (1945);1
869;Leuven;Country;4.7;50.8833;http://dbpedia.org/resource/Mark_Eyskens|Mark Eyskens (1933);1
870;Levittown, New York;;-73.5111;40.7244;http://dbpedia.org/resource/Richard_C._Breeden|Richard C. Breeden (1949);1
871;Lewisham;;-0.005;51.461;http://dbpedia.org/resource/Rachel_Reeves|Rachel Reeves (1979);1
872;Lewiston, Maine;City;-70.1925;44.0975;http://dbpedia.org/resource/David_C._Smith_(historian)|David C. Smith (historian) (1929);1
873;Lexington, Kentucky;City;-84.4947;38.0297;http://dbpedia.org/resource/Jeffrey_M._Lacker|Jeffrey M. Lacker (1955);1
874;Liberal, Kansas;City;-100.928;37.0433;http://dbpedia.org/resource/Wayne_Angell|Wayne Angell (1930);1
875;Liberec;City;15.0667;50.7667;http://dbpedia.org/resource/Heinrich_Herkner|Heinrich Herkner (1863);1
876;Lier, Belgium;;4.56667;51.1333;http://dbpedia.org/resource/Gaston_Eyskens|Gaston Eyskens (1905);1
877;Lima;City;-77.0333;-12.05;http://dbpedia.org/resource/Agustín_Mantilla|Agustín Mantilla (1944),http://dbpedia.org/resource/Carlos_Bruce|Carlos Bruce (1957),http://dbpedia.org/resource/Elsa_Patricia_Galarza_Contreras|Elsa Patricia Galarza Contreras (1963),http://dbpedia.org/resource/Enrique_Cornejo|Enrique Cornejo (1956),http://dbpedia.org/resource/Hernán_Garrido_Lecca|Hernán Garrido Lecca (1960),http://dbpedia.org/resource/Julio_Velarde|Julio Velarde (1952),http://dbpedia.org/resource/Kurt_Burneo|Kurt Burneo (1961),http://dbpedia.org/resource/Luis_Carranza|Luis Carranza (1966),http://dbpedia.org/resource/Manuel_Ulloa_Elías|Manuel Ulloa Elías (1922),http://dbpedia.org/resource/Mercedes_Aráoz|Mercedes Aráoz (1961),http://dbpedia.org/resource/Pedro_Pablo_Kuczynski|Pedro Pablo Kuczynski (1938);11
878;Limavady;;-6.946;55.053;http://dbpedia.org/resource/Ruth_Kelly|Ruth Kelly (1968);1
879;Limerick;City;-8.6238;52.6653;http://dbpedia.org/resource/Seamus_Coffey|Seamus Coffey (2000);1
880;Limoges;;1.2625;45.8353;http://dbpedia.org/resource/Léon_Faucher|Léon Faucher (1803);1
881;Linares, Nuevo León;City;-99.5667;24.85;http://dbpedia.org/resource/Everardo_Elizondo|Everardo Elizondo (1943);1
882;Lincoln, Nebraska;City;-96.6789;40.8089;http://dbpedia.org/resource/Butler_D._Shaffer|Butler D. Shaffer (1935);1
883;Lincolnshire;AdministrativeRegion;-0.183333;53.0667;http://dbpedia.org/resource/Joseph_Shield_Nicholson|Joseph Shield Nicholson (1850);1
884;Linlithgow;;-3.61054;55.979;http://dbpedia.org/resource/Alex_Salmond|Alex Salmond (1954);1
885;Lipno, Lipno County;;19.1667;52.85;http://dbpedia.org/resource/Leszek_Balcerowicz|Leszek Balcerowicz (1947);1
886;Lisbon;City;-9.15002;38.7253;http://dbpedia.org/resource/António_de_Sousa_Franco|António de Sousa Franco (1942),http://dbpedia.org/resource/Francisco_Louçã|Francisco Louçã (1956),http://dbpedia.org/resource/Manuel_Pinho|Manuel Pinho (1954),http://dbpedia.org/resource/Manuela_Ferreira_Leite|Manuela Ferreira Leite (1940),http://dbpedia.org/resource/Maria_João_Rodrigues|Maria João Rodrigues (1955),http://dbpedia.org/resource/Nuno_Crato|Nuno Crato (1952),http://dbpedia.org/resource/Paulo_Macedo|Paulo Macedo (1963),http://dbpedia.org/resource/Vítor_Constâncio|Vítor Constâncio (1943);8
887;Lithgow, New South Wales;City;150.15;-33.4833;http://dbpedia.org/resource/Richard_Scotton|Richard Scotton (1930);1
888;Liverpool;City;-2.98333;53.4;http://dbpedia.org/resource/Kenneth_E._Boulding|Kenneth E. Boulding (1910),http://dbpedia.org/resource/William_Stanley_Jevons|William Stanley Jevons (1835);2
889;Livingston, New Jersey;Town;-74.3291;40.7858;http://dbpedia.org/resource/Alan_Krueger|Alan Krueger (1960);1
890;Livno;City;17.0058;43.8253;http://dbpedia.org/resource/Ivan_Šuker|Ivan Šuker (1957);1
891;Liège;;5.56667;50.6333;http://dbpedia.org/resource/Gustave_de_Molinari|Gustave de Molinari (1819);1
892;Ljubljana;City;14.5083;46.0556;http://dbpedia.org/resource/Andrej_Bajuk|Andrej Bajuk (1943),http://dbpedia.org/resource/Anton_Rop|Anton Rop (1960),http://dbpedia.org/resource/Dušan_Mramor|Dušan Mramor (1953),http://dbpedia.org/resource/Janez_Stanovnik|Janez Stanovnik (1922);4
893;Lockport (city), New York;City;-78.6911;43.1697;http://dbpedia.org/resource/Edwin_Griswold_Nourse|Edwin Griswold Nourse (1883);1
894;Lodi, Wisconsin;City;-89.5311;43.3142;http://dbpedia.org/resource/Harold_Groves|Harold Groves (1897);1
895;Lodwar;Town;35.6;3.11667;http://dbpedia.org/resource/Njuguna_Ndung'u|Njuguna Ndung'u (1960);1
896;Logan, Utah;City;-111.831;41.7378;http://dbpedia.org/resource/James_R._Kearl|James R. Kearl (1947);1
897;Logansport, Indiana;City;-86.3606;40.7536;http://dbpedia.org/resource/Paul_Cootner|Paul Cootner (1930);1
898;Lombardy;AdministrativeRegion;9.93028;45.5856;http://dbpedia.org/resource/Mario_Monti|Mario Monti (1943);1
899;London;City;-0.1275;51.5072;http://dbpedia.org/resource/Alan_Budd|Alan Budd (1937),http://dbpedia.org/resource/Alan_Storkey|Alan Storkey (1943),http://dbpedia.org/resource/Alfred_Marshall|Alfred Marshall (1842),http://dbpedia.org/resource/Anthony_Shorrocks|Anthony Shorrocks (1946),http://dbpedia.org/resource/Arnold_Plant|Arnold Plant (1898),http://dbpedia.org/resource/Asim_Ijaz_Khwaja|Asim Ijaz Khwaja (2000),http://dbpedia.org/resource/Charles_Chinedu_Okeahalam|Charles Chinedu Okeahalam (1963),http://dbpedia.org/resource/Charles_Purdom|Charles Purdom (1883),http://dbpedia.org/resource/David_Miliband|David Miliband (1965),http://dbpedia.org/resource/Edward_Gibbon_Wakefield|Edward Gibbon Wakefield (1796),http://dbpedia.org/resource/Emma_Georgina_Rothschild|Emma Georgina Rothschild (1948),http://dbpedia.org/resource/Gerard_Lyons|Gerard Lyons (1961),http://dbpedia.org/resource/Godfrey_Bloom|Godfrey Bloom (1949),http://dbpedia.org/resource/Israel_Kirzner|Israel Kirzner (1930),http://dbpedia.org/resource/Jacek_Rostowski|Jacek Rostowski (1951),http://dbpedia.org/resource/John_Crow|John Crow (1937),http://dbpedia.org/resource/Maurice_Peston,_Baron_Peston|Maurice Peston, Baron Peston (1931),http://dbpedia.org/resource/Noreena_Hertz|Noreena Hertz (1967),http://dbpedia.org/resource/Richard_Whately|Richard Whately (1787),http://dbpedia.org/resource/Robert_Prichard|Robert Prichard (2000),http://dbpedia.org/resource/Ronald_Coase|Ronald Coase (1910),http://dbpedia.org/resource/Sam_Aaronovitch|Sam Aaronovitch (1919),http://dbpedia.org/resource/Samuel_Hollander|Samuel Hollander (1937),http://dbpedia.org/resource/Ungku_Abdul_Aziz|Ungku Abdul Aziz (1922),http://dbpedia.org/resource/William_Harold_Hutt|William Harold Hutt (1899),http://dbpedia.org/resource/Wynne_Godley|Wynne Godley (1926);26
900;London Borough of Enfield;CityDistrict;-0.06;51.645;http://dbpedia.org/resource/Roger_King_(novelist)|Roger King (novelist) (1947);1
901;London, Ontario;City;-81.2497;42.9836;http://dbpedia.org/resource/Mike_Moffatt|Mike Moffatt (1977),http://dbpedia.org/resource/Paul_Wonnacott|Paul Wonnacott (1933),http://dbpedia.org/resource/Peter_Towe|Peter Towe (1922);3
902;Longjumeau;;2.2958;48.6943;http://dbpedia.org/resource/Aurore_Lalucq|Aurore Lalucq (1979);1
903;Los Angeles;City;-118.25;34.05;http://dbpedia.org/resource/Chuck_Benbrook|Chuck Benbrook (1949),http://dbpedia.org/resource/David_Luenberger|David Luenberger (1937),http://dbpedia.org/resource/Edith_Penrose|Edith Penrose (1914),http://dbpedia.org/resource/Michael_Mussa|Michael Mussa (1944),http://dbpedia.org/resource/Roderick_T._Long|Roderick T. Long (1964),http://dbpedia.org/resource/Winona_LaDuke|Winona LaDuke (1959);6
904;Los Mochis;Town;-108.994;25.7835;http://dbpedia.org/resource/Francisco_Labastida|Francisco Labastida (1942);1
905;Lost Springs, Kansas;City;-96.9653;38.5664;http://dbpedia.org/resource/Lloyd_Metzler|Lloyd Metzler (1913);1
906;Louisville, Kentucky;City;-85.7514;38.2561;http://dbpedia.org/resource/Eric_Schansberg|Eric Schansberg (1965),http://dbpedia.org/resource/William_Burke_Belknap|William Burke Belknap (1885);2
