FID;FID_;Entity;Layer;Color;Linetype;Elevation;LineWt;RefName;Angle;IDTombe;Inventaire;Secteur;Coordonnee;Coordonn_1;Campagne;Datation;Anciennes_;POINT_X;POINT_Y
694;0;Point;Tombb;198;Continuous;0;25; ;0;714;90;12;787;-139;1983-1984;12;139;30.44524061;19.61261607
695;0;Point;Tombb;198;Continuous;0;25; ;0;715;583;11;852;-183;2015-2016;12;183;30.44484889;19.61318213
696;0;Point;Tombb;198;Continuous;0;25; ;0;716;584;11;849;-185;2015-2016;12;185;30.44483162;19.61315564
697;0;Point;Tombb;198;Continuous;0;25; ;0;717;585;11;851;-175;2015-2016;12;175;30.44491914;19.61317408
698;0;Point;Tombb;198;Continuous;0;25; ;0;718;586;11;852;-172;2015-2016;12;172;30.44494536;19.61318312
699;0;Point;Tombb;198;Continuous;0;25; ;0;719;589;11;844;-184;2015-2016;12;184;30.44484084;19.61311188
700;0;Point;Tombb;198;Continuous;0;25; ;0;720;590;11;843;-176;2015-2016;12;176;30.44491109;19.61310383
701;0;Point;Tombb;198;Continuous;0;25; ;0;721;591;11;842;-172;2015-2016;12;172;30.44494626;19.61309542
702;0;Point;Tombb;198;Continuous;0;25; ;0;722;592;11;844;-169;2015-2016;12;169;30.44497239;19.61311323
703;0;Point;Tombb;198;Continuous;0;25; ;0;723;593;11;846;-168;2015-2016;12;168;30.44498098;19.61313086
704;0;Point;Tombb;198;Continuous;0;25; ;0;724;594;11;846;-168;2015-2016;12;168;30.44498098;19.61313086
705;0;Point;Tombb;198;Continuous;0;25; ;0;725;595;11;850;-168;2015-2016;12;168;30.44498062;19.61316594
706;0;Point;Tombb;198;Continuous;0;25; ;0;726;596;11;851;-165;2015-2016;12;165;30.44500684;19.61317498
707;0;Point;Tombb;198;Continuous;0;25; ;0;727;597;11;854;-168;2015-2016;12;168;30.44498026;19.61320102
708;0;Point;Tombb;198;Continuous;0;25; ;0;728;598;11;849;-162;2015-2016;12;162;30.44503332;19.61315771
709;0;Point;Tombb;198;Continuous;0;25; ;0;729;599;11;848;-164;2015-2016;12;164;30.44501587;19.61314876
710;0;Point;Tombb;198;Continuous;0;25; ;0;730;600;11;843;-162;2015-2016;12;162;30.44503386;19.61310509
711;0;Point;Tombb;198;Continuous;0;25; ;0;731;601;11;842;-164;2015-2016;12;164;30.44501641;19.61309614
712;0;Point;Tombb;198;Continuous;0;25; ;0;732;602;11;845;-160;2015-2016;12;160;30.44505122;19.61312281
713;0;Point;Tombb;198;Continuous;0;25; ;0;733;603;11;843;-158;2015-2016;12;158;30.44506894;19.61310545
714;0;Point;Tombb;198;Continuous;0;25; ;0;734;604;11;846;-157;2015-2016;12;157;30.44507744;19.61313185
715;0;Point;Tombb;198;Continuous;0;25; ;0;735;605;11;848;-159;2015-2016;12;159;30.44505972;19.61314921
716;0;Point;Tombb;198;Continuous;0;25; ;0;736;606;11;850;-159;2015-2016;12;159;30.44505954;19.61316675
717;0;Point;Tombb;198;Continuous;0;25; ;0;737;607;11;852;-160;2015-2016;12;160;30.44505059;19.6131842
718;0;Point;Tombb;198;Continuous;0;25; ;0;738;608;11;845;-185;2015-2016;12;185;30.44483198;19.61312056
719;0;Point;Tombb;198;Continuous;0;25; ;0;739;609;11;842;-184;2015-2016;12;184;30.44484102;19.61309434
720;0;Point;Tombb;198;Continuous;0;25; ;0;740;610;11;850;-155;2015-2016;12;155;30.44509462;19.61316711
721;0;Point;Tombb;198;Continuous;0;25; ;0;741;611;11;847;-156;2015-2016;12;156;30.44508612;19.61314071
722;0;Point;Tombb;198;Continuous;0;25; ;0;742;612;11;840;-181;2015-2016;12;181;30.44486751;19.61307707
723;0;Point;Tombb;198;Continuous;0;25; ;0;743;613;11;841;-176;2015-2016;12;176;30.44491127;19.61308629
724;0;Point;Tombb;198;Continuous;0;25; ;0;744;614;11;841;-177;2015-2016;12;177;30.4449025;19.6130862
725;0;Point;Tombb;198;Continuous;0;25; ;0;745;615;11;841;-157;2015-2016;12;157;30.44507789;19.613088
726;0;Point;Tombb;198;Continuous;0;25; ;0;746;587;11;848;-175;2015-2016;12;175;30.44491941;19.61314777
727;0;Point;Tombb;198;Continuous;0;25; ;0;747;588;11;847;-171;2015-2016;12;171;30.44495458;19.61313936
728;0;Point;Tombb;198;Continuous;0;25; ;0;748;543;26;1023;-242;2013-2014;10;242;30.44431609;19.61467642
729;0;Point;Tombb;198;Continuous;0;25; ;0;749;0;11;841;-168;2015-2016;0;168;30.44498143;19.61308701
730;0;Point;Tombb;198;Continuous;0;25; ;0;750;0;11;839;-179;2015-2016;0;179;30.44488514;19.61306848
731;0;Point;Tombb;198;Continuous;0;25; ;0;751;0;11;857;-176;2015-2016;0;176;30.44490983;19.61322661
