|uri|name|annee_naiss|biogr
426|http://data.bnf.fr/ark:/12148/cb124330265#about|Charles Vogel|1818|Économiste et statisticien. - Ancien chef de cabinet de S.M. le Roi de Roumanie
427|http://data.bnf.fr/ark:/12148/cb12874815g#about|René de Mont-Louis|1818|Avocat, subsitut à Lyon, puis à Valence. - Auteur d'ouvrages de droit pratique, de livres d'histoire et de récits de voyage ou d'histoire sur l'Afrique du Nord
428|http://data.bnf.fr/ark:/12148/cb125439904#about|Charles Capmas|1818|Juriste et homme de lettres. - Fut professeur à la Faculté de droit de Dijon et recteur de l'Académie de Toulouse. - Découvrit et édita des lettres inédites de Madame de Sévigné à sa fille
429|http://data.bnf.fr/ark:/12148/cb12924762v#about|Artúr Görgey|1818|Général hongrois. - Officier de la Garde jusqu'en 1845, il organise en 1848 la garde nationale (Honvéd) à l'ouest de la Tisza, puis prend le commandement de l'armée du Nord. - De mai à juillet 1849, ministre de la guerre et commandant en chef, il reprend Buda le 21 mai 1849, mais doit capituler le 13 août 1849, à Vilagós, devant une armée russe venue au secours des Habsbourg. - En résidence surveillée de 1849 à 1867 à Klagenfurt, Autriche. - Auteur de mémoires pour justifier sa conduite contre les accusations de trahison. - Frère du juriste Görgey István (1825-1912)
430|http://data.bnf.fr/ark:/12148/cb177520434#about|Gaston de Cardaillac|1818|Baron de Cardaillac-Lomné. - Licencié en droit. - Ancien membre de la Société de jurisprudence de Toulouse (en 1884)
431|http://data.bnf.fr/ark:/12148/cb12936961r#about|James Lorimer|1818|"Juriste et auteur de traités de philosophie politique. - Est l'un des fondateurs de l'""Institute of International Law"" (1873)"
432|http://data.bnf.fr/ark:/12148/cb10498216k#about|Alexandre Duverger|1818|Professeur de droit à la Faculté de Paris
433|http://data.bnf.fr/ark:/12148/cb10922530x#about|Hippolyte-Ferréol Rivière|1818|Juriste
434|http://data.bnf.fr/ark:/12148/cb12260392b#about|Karl von Vogelsang|1818|Baron. - Juriste et publiciste. - Spécialiste des questions sociales
435|http://data.bnf.fr/ark:/12148/cb12018727j#about|Cecilio Acosta|1818|Écrivain, lexicographe et juriste
436|http://data.bnf.fr/ark:/12148/cb10500092h#about|Charles Ginoulhiac|1818|"Jurisconsulte et professeur d'histoire du droit à la faculté de Toulouse. - Collaborateur à la ""Revue d'histoire du droit français et étranger"""
437|http://data.bnf.fr/ark:/12148/cb12129325c#about|Árpád Kerékgyártó|1818|Historien. - Juriste. - Académicien
438|http://data.bnf.fr/ark:/12148/cb148471675#about|Charles Ballot|1818|Docteur en droit. - Premier avocat général à la cour d'appel de Paris (1870). - Président de la section de législation au Conseil d'Etat (1879), puis vice-président du Conseil d'Etat (1885). - Prénoms complets : Charles Jean Bernard
439|http://data.bnf.fr/ark:/12148/cb12182958j#about|Rudolf von Jhering|1818|Juriste, spécialiste de droit romain. - Fut professeur à Bâle, Rostock, Kiel, Giessen, Vienne, Göttingen
440|http://data.bnf.fr/ark:/12148/cb126729346#about|František Ladislav Rieger|1818|"Homme politique, économiste, juriste, publiciste, poète, critique littéraire et d'art. - Baron. - Traducteur de Émile Augier, Charles-Edmond Chojecki, Joseph Droz. - A étudié l'économie en France et en Angleterre (1849-1951). - Rédacteur d'une encyclopédie générale ""Slovník naučný"" en 12 vol. (1860-1874). - Collaborateur et continuateur de l'oeuvre politique de František Palacký. - Député du Parlement tchèque (1878-1895) et du Conseil impérial autrichien (1879-1891). - Époux de la philanthrope Marie Riegrová-Palacká (1833-1892), gendre de l'historien František Palacký (1798-1876), beau-frère du géographe Jan Palacký (1830-1908), père de la librettiste Marie Červinková-Riegrová (1854-1895) et du juriste Bohuslav Rieger (1857-1907), beau-père de l'économiste Albín Bráf (1851-1912), grand-père du philosophe Ladislav Rieger (1890-1958) et arrière-grand-père du mathématicien Ladislav Rieger (1916-1963)"
441|http://data.bnf.fr/ark:/12148/cb124515432#about|Ion Ionescu de la Brad|1818|Agronome, économiste et statisticien. - Membre d'honneur de l'Académie roumaine
442|http://data.bnf.fr/ark:/12148/cb12749470x#about|Georges Le Gorgeu|1818|Avocat. - Président de la Société d'agriculture de l'arrondissement de Vire. - Docteur en droit
443|http://data.bnf.fr/ark:/12148/cb155228433#about|Jean-Baptiste Poulain d'Andecy|1818|Banquier. - Surnuméraire à la Bibliothèque de l'Arsenal (1846-1848). - Sous-préfet d'Ambert, Puy-de-Dôme (1848), puis de Nantua, Ain (1849-1851). - Administrateur du Crédit foncier de France (en 1881). - Éxécuteur testamentaire du docteur Joseph-Alexandre Auzias-Turenne. - Licencié en droit. - Prénoms complets : Jean-Baptiste Henri
444|http://data.bnf.fr/ark:/12148/cb10401095m#about|Alfred Klauhold|1818|Docteur en droit (Marburg). - Haut fonctionnaire de l'État de Hesse, puis à partir de 1856, directeur d'une compagnie d'assurances incendie à Hambourg, député au parlement de Hambourg, 1862-1871. - Éditeur, 1861-1871, de documents des archives officielles
445|http://data.bnf.fr/ark:/12148/cb12251254j#about|Aasmund Olavsson Vinje|1818|Poète. - Journaliste. - Juriste
446|http://data.bnf.fr/ark:/12148/cb13611742x#about|Konstantin Dmitrievič Kavelin|1818|Historien, philosophe, juriste, sociologue et publiciste
447|http://data.bnf.fr/ark:/12148/cb106812506#about|Johann Baptist Heinrich|1818|"Docteur en droit (1837) puis professeur (habilitation : 1840, Giessen, Allemagne). - Prêtre catholique ordonné en 1845. - Professeur : théologie dogmatique, Séminaire de Mayence, Allemagne. - Vicaire général du diocèse de Mayence (1869). - Co-rédacteur en chef avec C. Moufang du périodique ""Der Katholik"" de 1850 à 1890. - Co-fondateur de la Görres-Gesellschaft (1876)"
448|http://data.bnf.fr/ark:/12148/cb128128101#about|Francisco Gaínza|1818|Dominicain espagnol, professeur de droit canonique à l'université de Santo Tomás, puis évêque de Nueva Cáceres (Philippines). - Il accompagna en 1858 l'expédition franco-espagnole en Cochinchine, comme vicaire provincial et représentant de son ordre
449|http://data.bnf.fr/ark:/12148/cb124137349#about|William Francis Finlason|1818|Juriste
450|http://data.bnf.fr/ark:/12148/cb122994823#about|Gustave de Molinari|1819|"Économiste et publiciste. - A été professeur au Musée royal de l'industrie, Bruxelles. - Fondateur de ""L'Économiste belge"""
451|http://data.bnf.fr/ark:/12148/cb15342700m#about|Léopold Ménard|1819|Économiste. - Directeur des établissements pénitentiaires de Montpellier. - Vice-président (en 1881) et président (en 1882) de la Société languedocienne de Géographie
452|http://data.bnf.fr/ark:/12148/cb13014339m#about|Louis-Charles Bonne|1819|Juriste. - Avoué à Bar-le-Duc. - Historien
453|http://data.bnf.fr/ark:/12148/cb12344828b#about|Clément Juglar|1819|Économiste, théoricien des cycles du même nom. - Docteur en médecine (1836). - Membre de l'Institut, Académie des Sciences morales et politiques (élu en 1892)
454|http://data.bnf.fr/ark:/12148/cb10555301f#about|Gustave Poujard' hieu|1819|Economiste
455|http://data.bnf.fr/ark:/12148/cb103812840#about|Louis Villermé|1819|Agronome. - Publiciste. - Fils du médecin et économiste Louis-René Villermé (1782-1863)
456|http://data.bnf.fr/ark:/12148/cb131732563#about|Théodore Mannequin|1819|"Économiste et publiciste. - Spécialiste de l'Amérique du Sud et des questions monétaires. - Membre de la Société d'économie politique de Paris. - Collaborateur du ""Journal des économistes"". - Membre du Comité international des poids, mesures et monnaies de l'Exposition universelle de 1867"
457|http://data.bnf.fr/ark:/12148/cb12302703d#about|Alfred Escher|1819|Juriste et homme politique
458|http://data.bnf.fr/ark:/12148/cb13201130c#about|Louis Pillet|1819|Docteur en droit (1841). - Avocat. - Président de l'Académie de Savoie
459|http://data.bnf.fr/ark:/12148/cb11619379t#about|Adolphe Baudon|1819|Docteur en droit, membre du Conseil d'État. - Directeur de la Société de Saint-Vincent de Paul de 1847 à 1886
460|http://data.bnf.fr/ark:/12148/cb12981372k#about|Louis-Joseph-Delphin Féraud-Giraud|1819|Juriste. - Conseiller à la cour impériale d'Aix, membre de l'Académie de législation de Toulouse
461|http://data.bnf.fr/ark:/12148/cb123763251#about|Philipp Jaffé|1819|Historien. - Spécialiste de droit germanique. - Fut professeur à l'Université de Berlin, Allemagne
462|http://data.bnf.fr/ark:/12148/cb10731960k#about|Camille-François de La Jonquière|1819|5e marquis [de Taffanel ] de La Jonquière. - Juriste. - Sous-préfet d'Ussel (Corrèze), puis conseiller d'arrondissement de Castres (Tarn), puis sous-préfet de La Châtre (Indre)
463|http://data.bnf.fr/ark:/12148/cb104299796#about|Victor Chauffour|1819|Homme politique. - Fut professeur à la Faculté de droit de Strasbourg. - Gendre de l'industriel et homme politique Charles Kestner
464|http://data.bnf.fr/ark:/12148/cb16599164d#about|Adrien-François Lelioux|1819|"Homme de lettres. - Rédacteur au journal ""Le Droit"". - A utilisé le pseudonyme Adrien"
465|http://data.bnf.fr/ark:/12148/cb153540998#about|Abel Lemercier|1819|Docteur en droit. - Conservateur des hypothèques. - Historien. - Premier secrétaire général du Club alpin français (en 1874)
466|http://data.bnf.fr/ark:/12148/cb13163526s#about|Adolphe Fabre|1819|Président du tribunal de Chambéry puis de Saint-Étienne. - Auteur de monographies régionales et d'études sur l'histoire du droit
467|http://data.bnf.fr/ark:/12148/cb111258605#about|Gusztáv Remellay|1819|Écrivain. - Juriste, juge militaire [hadbíró]. - Après la défaite de 1848, arrêté et emprisonné à la forteresse de Kufstein, Autriche (1849-1856). - Journaliste : Magyar Sajtó, Magyar Néplap et rédacteur du journal pour la jeunesse : Ifjuság Lapja (1864-1866)
468|http://data.bnf.fr/ark:/12148/cb123104604#about|Heinrich Bernhard Oppenheim|1819|Juriste et publiciste
469|http://data.bnf.fr/ark:/12148/cb16909541p#about|Eugène Paringault|1819|Historien. - Professeur à la Faculté de droit de Nancy (1864-1865). - Membre de plusieurs sociétés littéraires
470|http://data.bnf.fr/ark:/12148/cb171026969#about|Filip Hristić|1819|Juriste, diplomate et homme politique
471|http://data.bnf.fr/ark:/12148/cb102817726#about|Jules Minier|1819|Avocat à la Cour impériale et professeur agrégé à la Faculté de droit de Poitiers
472|http://data.bnf.fr/ark:/12148/cb10520903z#about|Auguste Bourguignat|1819|Juriste
473|http://data.bnf.fr/ark:/12148/cb17130736v#about|Charles Bal|1820|Avocat et économiste. - Ecrivain. - Pseudonyme de Charles Grellet-Balguerie
474|http://data.bnf.fr/ark:/12148/cb12309071n#about|Paul Cère|1820|Juriste. - Publiciste. - Fut préfet
475|http://data.bnf.fr/ark:/12148/cb123278697#about|Jean-Claude Colfavru|1820|Licencié en droit (Grenoble, 1845). - Avocat et homme de lettres. - Député  de Saône-et-Loire à l'Assemblée législative (1850), après le coup d'état de Napoléon Bonaparte, il est emprisonné à la prison de Mazas et à Sainte-Pélagie, Paris, puis proscrit (Belgique, Londres, Jersey) ; il rentre en France avec l'amnistie de 1859. - Élu commandant du 85e bataillon de la Garde nationale et juge de paix du XVIIIe arrondissement, Paris (1870-1872). - S'installe en Égypte et ne rentre en France qu'en 1880. - Député de Seine-et-Oise (1885-1889). - Franc-maçon, il a été président du Conseil de l'Ordre du Grand Orient (1885-1887). - Père de : J. Claude Colfavru (1859-19..)
476|http://data.bnf.fr/ark:/12148/cb13356367p#about|Georges Besnard|1820|"Licencié en droit (Caen, 1840), docteur en droit (Caen, 1843). - Avocat à la Cour d'appel de Caen. - A été professeur de droit civil à Caen (1851-1858) et membre de l'Académie de Caen. - Littérateur, collabore à la ""Revue du Calvados"", au ""National du Calvados"", au ""Bulletin de la Société des beaux-arts de Caen"", etc.... - Poète"
477|http://data.bnf.fr/ark:/12148/cb12560040s#about|Eugène de Rozière|1820|Archiviste-paléographe. - Sénateur de la Lozère. - Membre de l'Institut, Académie des inscriptions et belles lettres (élu en 1871). - Inspecteur général de l'enseignement supérieur pour le droit
478|http://data.bnf.fr/ark:/12148/cb10674447c#about|Adolphe de Forcade La Roquette|1820|Avocat. - Docteur en droit (Paris, 1846). - Conseiller général de la Gironde (1852-1867). Sénateur. Membre du Corps législatif (en 1870). - Vice-président du Conseil d'État (nommé en 1863). - Ministre de l'agriculture, du commerce et des travaux publics (1867-1868). Ministre de l'intérieur (1868-1869)
479|http://data.bnf.fr/ark:/12148/cb12674565v#about|Auguste Sourdat|1820|Docteur en droit. - Substitut du procureur général en 1861 et conseiller à la Coour d'appel d'Amiens en 1865. - Chevalier de la légion d'honneur en 1875. - Prénoms complets : Auguste Jean Baptiste
480|http://data.bnf.fr/ark:/12148/cb12332096x#about|Charles Demangeat|1820|"Jurisconsulte. - Professeur de droit puis conseiller à la Cour de Cassation et doyen de la Chambre des requêtes. - A été titulaire de la chaire de droit romain à la faculté de droit de Paris. - Docteur en droit (Paris, 1843). - Membre fondateur de ""la Revue pratique de droit français"". - Prénoms complets : Joseph, Charles"
481|http://data.bnf.fr/ark:/12148/cb124138875#about|ʿAzriyʾel Hildeshaymer|1820|"Rabbin. - Fondateur (en 1873), Rabbiner-Seminar zu Berlin, Allemagne. - Les formes codées ""yid"" sont celles relevées sur les pages de titre des ouvrages publiés en hébreu. - Père de Hirsch Hildesheimer (1855-1910), historien, et de Meier Hildesheimer (1864-1934), rabbin. - Grand-père d'Esra Israel Hildesheimer (1901-1999), juriste, rabbin, bibliothécaire"
482|http://data.bnf.fr/ark:/12148/cb12328415f#about|James Stephen|1820|Juriste. - Spécialiste de droit anglais. - Professeur au King's college, Londres, GB. - Juge aux County courts, GB
483|http://data.bnf.fr/ark:/12148/cb14992464z#about|Victor Mabille|1820|Poète et parolier. - Licencié en droit
484|http://data.bnf.fr/ark:/12148/cb13372913v#about|Charles-Gustave-Albert Boell|1820|Docteur en droit (1840). - Homme politique
485|http://data.bnf.fr/ark:/12148/cb13752876r#about|George Templeton Strong|1820|Juriste et mélomane. - Il a écrit un journal sur la vie musicale New-Yorkaise. - A eu un fils compositeur qui porte le même nom (1856-1948)
486|http://data.bnf.fr/ark:/12148/cb12511851v#about|Charles Alleaume de Cugnon|1820|Archiviste-paléographe. - Licencié en droit. - Juge au tribunal de Nossi-Bé
487|http://data.bnf.fr/ark:/12148/cb12036812q#about|Paul Roth|1820|Juriste. - Spécialiste de l'histoire du droit et du droit privé. - A été professeur à l'université de Munich et de Berlin
488|http://data.bnf.fr/ark:/12148/cb12429929x#about|William Williamson Kerr|1820|Juriste
489|http://data.bnf.fr/ark:/12148/cb10659727c#about|Raimond Frédéric de Fresquet|1820|Professeur de droit
490|http://data.bnf.fr/ark:/12148/cb14603388j#about|Alfred Villefort|1820|Administrateur. - Docteur en droit, chevalier de la Légion d'honneur
491|http://data.bnf.fr/ark:/12148/cb10735435z#about|Charles Grellet-Balguerie|1820|Avocat et économiste. - Juge au tribunal de la Basse-Terre, il défendit les intérêts des Antilles françaises. - A pour pseudonyme Charles Bal
492|http://data.bnf.fr/ark:/12148/cb121697824#about|Angelo Messedaglia|1820|Sociologue, économiste, statisticien et homme de lettres. - Président de l'Accademia dei Lincei
493|http://data.bnf.fr/ark:/12148/cb13596995r#about|Alexandre de Metz-Noblat|1820|Professeur à la Faculté de droit de Nancy. - Membre de l'Académie de Stanislas
494|http://data.bnf.fr/ark:/12148/cb134755516#about|Ambroise Buchère|1820|Juriste. - Fut président du tribunal du Havre puis conseiller à la Cour de Paris
495|http://data.bnf.fr/ark:/12148/cb10892571s#about|Alajos Degré|1820|Écrivain. - Hussard. - Député. - Son père, médecin, était un émigré français. - Grand-père de l'historien du droit et archiviste Alajos Degré 1909-1984
496|http://data.bnf.fr/ark:/12148/cb13622556h#about|Auguste Chaverondier|1820|Docteur en droit (Paris, 1848). - Archiviste de la Loire (nommé en 1861). - Archéologue
497|http://data.bnf.fr/ark:/12148/cb10608651p#about|Jules Sambin|1820|Jésuite (à partir de 1842 ; ordonné prêtre en 1848). - Fondateur des Petites sœurs de l'Ouvrier (en 1880). - Docteur en droit
498|http://data.bnf.fr/ark:/12148/cb10220280z#about|Edmond Letulle|1820|Licencié en droit, avoué. - Père de : Letulle, Maurice (1853-1929)
499|http://data.bnf.fr/ark:/12148/cb159391265#about|Eugène Huzard|1820|Études de médecine et de droit, a obtenu les titres d'officier de santé et d'avocat, sans jamais exercer. - Écrivain, pamphlétaire
500|http://data.bnf.fr/ark:/12148/cb130116580#about|Athanase Cucheval-Clarigny|1821|Journaliste, économiste et historien. - Conservateur de la Bibliothèque Sainte-Geneviève, Paris (1851-). - Prénoms complets : Athanase, Philippe
501|http://data.bnf.fr/ark:/12148/cb13475594g#about|Natalis Rondot|1821|Économiste, chargé de plusieurs missions officielles à l'étranger. - Attaché à l'ambassade de Chine. - Historien d'art, numismate
502|http://data.bnf.fr/ark:/12148/cb125711008#about|Henri Baudrillart|1821|"Économiste. - Fut rédacteur en chef du ""Journal des économistes"" et du ""Constitutionnel"". - Inspecteur général des bibliothèques (depuis 1869). - Grand prix Monthyon de l'Académie française"
503|http://data.bnf.fr/ark:/12148/cb123575033#about|Arthur Scratchley|1821|Économiste. - Membre de la Commission de statistiques de Belgique
504|http://data.bnf.fr/ark:/12148/cb13002248m#about|Édouard Colmet de Santerre|1821|Avocat. - Professeur de droit civil à la Faculté de droit de Paris
505|http://data.bnf.fr/ark:/12148/cb10391773x#about|Gabriel Demante|1821|Avocat. - Professeur titulaire de code civil à la Faculté de droit de Paris. - Prénoms complets : Gabriel, Auguste
506|http://data.bnf.fr/ark:/12148/cb10264639d#about|Joseph Camps|1821|Juriste. - Avocat à Paris, puis professeur de droit
507|http://data.bnf.fr/ark:/12148/cb14795305j#about|Franz von Gernerth|1821|Compositeur. - Juriste
508|http://data.bnf.fr/ark:/12148/cb12298082r#about|Jairus Ware Perry|1821|Juriste
509|http://data.bnf.fr/ark:/12148/cb11641418k#about|Charles Le Fort|1821|Professeur. - Juriste
510|http://data.bnf.fr/ark:/12148/cb104782165#about|Viktor von Meibom|1821|Juriste. - Professeur
511|http://data.bnf.fr/ark:/12148/cb12550229m#about|Leone Levi|1821|Juriste. - Statisticien
512|http://data.bnf.fr/ark:/12148/cb14580620h#about|Jules Breynat|1821|Romancier et journaliste. - Docteur en droit et avocat à Grenoble. - Préfet. - Auteur de romans, comédies et drames. - Prénoms complets : Jules-Antoine
513|http://data.bnf.fr/ark:/12148/cb13195522h#about|Henri Cernuschi|1821|Économiste, banquier. - Grand voyageur et collectionneur d'art. - Ses collections d'objets d'art oriental ont été légués à la Ville de Paris en 1896 pour constituer le Musée Cernuschi
514|http://data.bnf.fr/ark:/12148/cb134790644#about|Karl Knies|1821|Économiste
515|http://data.bnf.fr/ark:/12148/cb170019287#about|Nicolas Zorayan|1821|Intellectuel arménien libéral de Constantinople. - Economiste et pédagogue
516|http://data.bnf.fr/ark:/12148/cb124401665#about|Ivan Vasil'ovič Vernadskij|1821|Economiste ukrainien
517|http://data.bnf.fr/ark:/12148/cb106802519#about|Gustave de Champagnac|1821|Licencié en droit à Paris. - Sous-préfet à Murat. - Préfet de la Dordogne, puis de la Haute-Loire
518|http://data.bnf.fr/ark:/12148/cb133223375#about|Ernest Picard|1821|Licencié en droit (1844), docteur en droit (1846). - Avocat au barreau de Paris et homme politique. - Fut député de la Seine (4e circonscription de Paris, 1859-1869), de l'Hérault (1re circonscription de Montpellier, 1869-1870), ministre des Finances du gouvernement de la Défense nationale (1870-1871), ministre de l'Intérieur (1871) député de la Meuse (1871-1875), sénateur inamovible (1875-1877). - Ministre plénipotentiaire de France en Belgique (1871-1873). - Membre du Conseil général de la Meuse (1873)
519|http://data.bnf.fr/ark:/12148/cb12873252s#about|Charles Reynaud|1821|Poète. - Licencié en droit (Paris, 1841). - Prénoms complets : Jean Charles Louis
520|http://data.bnf.fr/ark:/12148/cb102935114#about|Alpheus Todd|1821|Bibliothécaire, historien du droit constitutionnel et parlementaire. - Compagnon de l'ordre de Saint-Michel et Saint-Georges
521|http://data.bnf.fr/ark:/12148/cb104081947#about|Károly Mészáros|1821|Journaliste. - Juriste
522|http://data.bnf.fr/ark:/12148/cb12817856j#about|Joseph Daris|1821|Prêtre catholique ordonné en 1844. - Professeur : histoire de l'Église et droit canon, séminaire de Liège
523|http://data.bnf.fr/ark:/12148/cb13001982g#about|Henry Ramière|1821|Jésuite (à partir de 1839). - Professeur de philosophie du droit, puis de théologie, à la Faculté catholique de Toulouse
524|http://data.bnf.fr/ark:/12148/cb130067150#about|Henri Cival|1821|Docteur en droit. - Fut juge à Dijon
525|http://data.bnf.fr/ark:/12148/cb12169159z#about|François-Joseph Mauduit|1821|Juriste, historien
526|http://data.bnf.fr/ark:/12148/cb170823990#about|Maḥmūd Ḥamzaẗ al- Ḥusaynī al-Ḥanafī|1821|Grand savant de la langue arabe et du droit islamique. - Homme de dialogue, récompensé par Napoléon III, lors des événements de 1860. - A été le mufti de Damas
527|http://data.bnf.fr/ark:/12148/cb12117322n#about|Émile De Laveleye|1822|Économiste. - Historien. - Professeur d'économie politique à l'Université de Liège, Belgique. - Baron
528|http://data.bnf.fr/ark:/12148/cb10603206j#about|Aimé Houzé de L'Aulnoit|1822|Avocat et économiste. - Administrateur des hospices, du bureau de bienfaisance et du Mont de Piété de Lille
529|http://data.bnf.fr/ark:/12148/cb130127304#about|Émile Thomas|1822|Économiste et publiciste. - Directeur des Ateliers nationaux
530|http://data.bnf.fr/ark:/12148/cb12299448x#about|Alcide Fonteyraud|1822|Économiste. - A été membre de la société d'économie politique. - A été professeur à l'Ecole supérieure du commerce, Paris
531|http://data.bnf.fr/ark:/12148/cb15562572p#about|Émile Fage|1822|Avocat. - Conseiller municipal de Tulle. - Conseiller de préfecture de la Corrèze et co-fondateur de la Société des lettres, sciences et arts de la Corrèze. - Docteur en droit (Paris, 1847)
532|http://data.bnf.fr/ark:/12148/cb125549312#about|Gustave Humbert|1822|Professeur de droit romain à Toulouse. - Secrétaire perpétuel de l'Académie de législation de Toulouse. - Député de la Haute-Garonne à l'Assemblée nationale. - Ministre de la Justice et des Cultes (1882). - Premier président de la cour des comptes (1890)
533|http://data.bnf.fr/ark:/12148/cb130734403#about|François-Ferdinand Villequez|1822|Jurisconsulte. - Professeur à la Faculté de droit de Dijon, Côte-d'Or. - Membre de l'Académie des sciences, arts et belles-lettres de Dijon, Côte-d'Or
534|http://data.bnf.fr/ark:/12148/cb106868413#about|Charles Gillotte|1822|Juriste. - Receveur des domaines, puis avocat près la cour d'Alger
535|http://data.bnf.fr/ark:/12148/cb12375923r#about|Carlos Calvo|1822|Juriste et diplomate. - Un des fondateurs de l'Institut de droit international de Gand, Belgique. - A été ambassadeur de l'Argentine et du Paraguay en France et en Grande-Bretagne
536|http://data.bnf.fr/ark:/12148/cb104816352#about|Achille Poincelot|1822|Diplômé en droit. - Homme de lettres et journaliste
537|http://data.bnf.fr/ark:/12148/cb14562881b#about|Harriet Tubman|1822|Esclave noire abolitionniste, qui a aidé de nombreux esclaves fugitifs du Sud à gagner le nord des États-Unis et le Canada ; puis après la Guerre de Sécession, a lutté pour la défense des droits civils des noirs et le vote des femmes
538|http://data.bnf.fr/ark:/12148/cb13007022k#about|César-Auguste Horoy|1822|Abbé, docteur en théologie et en droit (Douai, 1882). - Professeur de cours libre à la faculté de Douai (Nord). - Né à Mouy (Oise)
539|http://data.bnf.fr/ark:/12148/cb12033857z#about|Henry Sumner Maine|1822|Juriste
540|http://data.bnf.fr/ark:/12148/cb135295112#about||1822|Historien, juriste et homme d'État ottoman
541|http://data.bnf.fr/ark:/12148/cb10707922v#about||1822|"Troisième prétendant carliste au trône d'Espagne, de 1861 à 1868, ""Jean III"" dans la succession carliste ; fils de Charles de Bourbon (1788-1855, ""Charles V""), frère cadet de Charles de Bourbon (1818-1861, ""Charles VI"") et père de Charles de Bourbon (1848-1909, ""Charles VII""), en faveur de qui il abdiqua ses droits au trône"
542|http://data.bnf.fr/ark:/12148/cb119187347#about|Frédéric Passy|1822|Économiste, journaliste et homme politique. - Auditeur au  Conseil d'État (1846-1848). - Membre de l'Institut, Académie des sciences morales et politiques (élu en 1877). - Député (1881-1889). - Fondateur de la Ligue Internationale et permanente de la Paix (1867), de la Société d'arbitrage entre les Nations (1872), ancêtre de l'ONU, et de l'Union Internationale pour la paix. - Co-lauréat du premier prix Nobel de la paix (1901), avec Henri Dunant, fondateur de la Croix-Rouge internationale. - Instigateur et fondateur (en 1888) de l'Union Interparlementaire, avec William Randal Cremer (prix Nobel de la paix en 1903). - Père de : Passy, Paul (1859-1940)
543|http://data.bnf.fr/ark:/12148/cb170042208#about|Torkel Halvorsen Aschehoug|1822|Philosophe du droit, économiste et homme politique
544|http://data.bnf.fr/ark:/12148/cb123596375#about|Vito La Mantia|1822|Juriste. - Magistrat. - Historien du droit
545|http://data.bnf.fr/ark:/12148/cb15562521s#about|Joseph-Antoine-Félix Faure|1822|Licencié en droit (Paris, 1844). - Auditeur au Conseil d'État
546|http://data.bnf.fr/ark:/12148/cb107129623#about|Léon de Saint-Pulgent|1822|Maire de Montbrison, Loire. - Avocat. - Préfet de l'Ain, de la Seine-et-Marne et de la Dordogne. - Docteur en droit. - Prénoms complets : Léon, Jean, Marie, François
547|http://data.bnf.fr/ark:/12148/cb112163333#about|Léon de Bastard|1822|Licencié en droit (1844). - Archiviste-paléographe. - A été secrétaire de l'ambassade extraordinaire de France en Chine (1860)
548|http://data.bnf.fr/ark:/12148/cb11793609v#about|Lucien Brun|1822|Homme politique et juriste. - Avocat au barreau de Lyon (1846). - Député de l'Ain (1871), sénateur
549|http://data.bnf.fr/ark:/12148/cb10347931z#about|Salvatore Cusa|1822|Docteur en droit (1844). - Professeur de paléographie, de langue et de littérature arabe à l'Université de Palerme. - Traduit du grec et de l'arabe en italien
550|http://data.bnf.fr/ark:/12148/cb10477399q#about|Jean-Pierre Manau|1822|Procureur général près la Cour de cassation (en 1900). - A été avocat. - Docteur en droit (Toulouse, 1842)
551|http://data.bnf.fr/ark:/12148/cb102042826#about|Imre Nagy|1822|Historien. - Juriste. - Académicien
552|http://data.bnf.fr/ark:/12148/cb105617980#about|Paul-François Welter|1822|Président de chambre à la Cour de Riom. - Avocat général à la Cour de Riom. - Docteur en droit. - Chevalier de la Légion d'Honneur
553|http://data.bnf.fr/ark:/12148/cb124428448#about|Antonin Rondelet|1823|Docteur ès lettres. - Professeur de philosophie, économiste et romancier
554|http://data.bnf.fr/ark:/12148/cb122922460#about|John Elliott Cairnes|1823|Économiste. - A été professeur à l'University college, London, GB (en 1873)
555|http://data.bnf.fr/ark:/12148/cb10568197p#about|Rudolf von Gottschall|1823|Écrivain et dramaturge. - Juriste. - Docteur en droit (1846)
556|http://data.bnf.fr/ark:/12148/cb12552309r#about|John Bernhard Stallo|1823|Philosophe. - Juriste. - Diplomate
557|http://data.bnf.fr/ark:/12148/cb10666592r#about|Charles Buvignier|1823|Avocat à Verdun, Meuse. - Licencié en droit. - Frère d'Isidore Buvignier (1812-1860) et d'Amand Buvignier (1808-1880)
558|http://data.bnf.fr/ark:/12148/cb137470260#about|Charles-Jean Beautemps-Beaupré|1823|Juriste. - Fut vice-président au tribunal de la Seine et conseiller à la cour de Paris
559|http://data.bnf.fr/ark:/12148/cb132107362#about|Albert Grévy|1823|Docteur en droit (Paris, 1850). - Avocat et homme politique. - Bâtonnier de l'Ordre des avocats de Besançon. - Député de la 1ère circonscription de Besançon, Doubs (1876-1880). - Gouverneur général de l'Algérie (1879-1881). - Sénateur innamovible (1880-). - Compromis dans le scandale de Panama (1892), il obtient un non lieu en 1893. - Frère de Jules Grévy (1807-1891)
560|http://data.bnf.fr/ark:/12148/cb126487601#about|Carl Friedrich von Gerber|1823|Juriste. - Professeur dans les universités d'Erlangen puis de Leipzig
561|http://data.bnf.fr/ark:/12148/cb144693537#about|Émile Caron|1823|Licencié en droit (1845). - Magistrat. - Numismate. - Président de la Société française de numismatique (1892)
562|http://data.bnf.fr/ark:/12148/cb17146207j#about|Joseph Hundegger|1823|Juriste
